pid,age,sex,idm1,idm2,idm3,idm4,idm5,idm6,idm7,idm8,idm9
16094,18,1,5,5,5,5,5,5,5,5,5
16095,19,1,2,4,3,2,2,4,2,2,2
16096,24,0,5,4,5,5,5,3,5,3,1
16097,20,1,5,5,5,5,5,4,4,4,3
16098,19,1,5,5,5,5,4,3,5,3,3
16099,18,1,5,5,5,5,4,4,5,5,3
16100,22,0,3,3,3,3,4,3,3,3,3
16101,19,1,5,5,5,5,5,4,5,5,4
16102,20,0,5,5,5,4,4,4,4,5,4
16103,18,0,5,4,5,3,3,3,4,4,3
16104,21,1,4,3,4,4,3,3,3,3,3
16105,20,0,4,4,4,4,3,4,4,4,3
16106,20,0,5,5,5,5,5,5,5,5,5
16107,20,0,5,5,5,5,3,4,5,5,4
16108,20,0,5,5,5,4,4,5,5,5,5
16109,22,0,3,4,4,3,2,3,4,4,3
16110,20,0,5,3,5,5,5,5,5,5,5
16111,21,1,5,5,5,5,5,5,5,5,5
16112,21,1,4,4,4,4,4,5,4,3,5
16113,20,1,5,5,5,5,3,5,5,3,2
16114,56,1,5,5,5,5,5,4,5,5,3
16115,40,1,5,5,5,5,5,5,5,5,5
16116,29,0,4,5,5,5,3,4,4,4,3
16117,44,1,5,5,5,5,5,5,5,5,5
16118,47,1,5,5,5,5,5,5,5,5,4
16119,20,1,5,5,5,5,5,5,5,5,5
16120,18,0,5,5,5,5,5,4,5,5,5
16121,62,0,4,4,4,4,2,3,3,4,2
16122,43,0,4,4,4,4,3,4,4,4,3
16123,35,1,5,5,5,4,4,4,4,4,4
16124,22,0,4,4,4,2,2,4,4,3,3
16125,20,1,4,4,4,3,3,4,3,4,3
16126,19,1,3,5,3,3,1,4,3,4,2
16127,28,0,3,3,1,1,1,4,3,3,1
16128,23,1,5,5,5,5,4,5,5,5,3
16129,23,0,1,1,5,5,1,5,2,2,2
16130,22,0,1,1,3,1,1,1,1,1,1
16131,20,0,1,4,1,1,1,4,1,3,1
16132,20,1,5,5,5,5,5,5,5,5,5
16133,20,1,4,4,5,4,2,4,4,4,1
16134,21,1,5,5,5,5,5,5,5,5,5
16135,22,1,1,1,3,1,1,3,2,1,1
16136,23,1,1,1,3,1,1,1,1,1,1
16137,24,0,5,5,5,5,5,5,5,4,5
16138,37,1,5,5,5,5,5,5,5,5,5
16139,29,0,3,4,3,3,3,4,3,3,2
16140,49,1,5,5,5,5,5,5,5,5,3
16141,32,1,5,5,5,5,4,4,5,4,3
16142,23,1,5,5,5,5,4,4,5,5,3
16143,28,1,4,4,4,4,3,4,4,3,3
16144,30,1,4,4,4,4,4,4,4,4,4
16145,25,1,4,4,4,4,3,4,4,4,4
16146,56,0,4,4,4,4,4,3,4,4,2
16147,27,1,4,5,4,3,4,4,4,4,4
16148,25,1,5,5,5,5,5,5,5,4,3
16149,24,1,3,3,1,1,1,2,2,2,2
16150,25,0,5,5,5,5,5,5,5,5,5
16151,25,0,5,5,5,5,5,5,5,5,4
16152,28,0,5,5,5,5,5,5,5,5,5
16153,28,1,5,5,5,5,4,4,4,4,5
16154,26,1,4,4,4,4,4,4,4,4,4
16155,23,1,4,4,4,4,3,4,4,4,3
16156,26,1,5,5,5,5,5,5,5,5,5
16157,30,1,4,4,4,4,3,4,4,4,3
16158,23,0,4,4,4,4,3,4,4,4,3
16159,25,0,3,4,3,3,3,3,3,3,3
16160,30,1,2,4,4,4,4,4,4,3,3
16161,33,1,1,4,1,1,1,4,3,4,1
16162,25,1,5,5,5,5,5,5,5,5,5
16163,32,1,4,4,4,4,3,3,4,4,3
16164,32,1,4,4,4,4,4,4,4,4,4
16165,60,1,4,4,4,5,4,5,4,4,4
16166,27,1,4,4,4,4,3,4,4,4,4
16167,38,1,5,5,5,5,3,3,5,5,4
16168,49,1,4,5,5,3,3,4,4,4,3
16169,23,0,3,4,4,4,3,4,3,3,1
16170,22,1,4,4,4,4,3,4,4,3,3
16171,53,1,5,5,5,5,3,5,5,5,5
16172,51,1,4,4,4,4,4,4,5,4,4
16173,28,0,5,5,5,5,5,5,5,5,5
16174,60,1,5,5,5,5,5,5,5,5,5
16175,26,1,5,5,5,5,5,5,5,5,5
16176,26,0,5,5,5,5,5,5,5,5,5
16177,26,0,5,5,5,5,4,5,5,5,4
16178,57,1,5,5,5,5,4,5,5,5,5
16179,21,1,4,4,4,4,4,4,4,4,2
16180,24,0,5,5,5,5,4,4,5,4,4
16181,23,1,3,4,5,5,3,4,4,5,3
16182,25,1,5,5,5,5,5,5,5,5,5
16183,28,1,4,5,4,4,2,4,4,5,2
16184,18,1,5,5,5,5,5,5,5,5,5
16185,35,1,5,5,5,5,5,5,5,5,5
16186,26,1,5,5,5,5,5,5,5,5,5
16187,24,1,5,5,5,5,4,5,5,5,5
16188,29,1,5,5,5,5,5,5,5,5,5
16189,33,1,5,5,5,5,4,5,5,5,5
16190,29,1,5,5,5,5,5,5,5,5,5
16191,27,1,3,3,3,3,3,3,3,3,3
16192,27,1,5,4,5,4,4,4,4,4,4
16193,34,0,4,5,4,3,2,5,4,3,3
16194,30,1,5,5,5,5,5,5,5,5,5
16195,38,1,5,5,5,5,5,5,5,5,5
16196,27,1,2,2,4,4,4,4,4,4,4
16197,27,1,5,5,5,5,4,5,5,5,5
16198,25,0,3,4,4,4,4,4,4,4,3
16199,26,0,2,3,3,3,2,3,3,3,3
16200,24,0,5,5,5,5,5,5,5,5,5
16201,24,0,5,5,5,5,3,3,3,3,5
16202,19,1,5,5,5,5,3,5,5,5,5
16203,19,0,5,5,5,5,3,3,4,4,5
16204,50,1,5,5,5,5,5,4,4,4,4
16205,22,0,4,4,4,4,3,4,4,4,3
16206,22,1,5,3,5,5,3,4,4,4,5
16207,26,0,3,4,1,4,4,4,4,5,5
16208,22,0,4,4,4,4,3,4,4,3,4
16209,19,1,4,5,4,3,3,4,4,3,1
16210,23,1,4,2,5,3,2,4,4,3,3
16211,20,0,3,3,4,4,3,4,3,3,3
16212,28,1,5,5,5,5,5,5,5,5,5
16213,28,1,4,5,3,4,4,5,5,5,4
16214,26,0,3,5,3,4,3,4,3,4,3
16215,25,0,5,4,4,4,3,4,4,3,1
16216,48,1,5,5,5,5,4,5,5,5,5
16217,45,0,5,5,5,5,5,5,5,5,5
16218,21,0,5,5,5,5,5,5,5,5,5
16219,39, ,4,4,4,4,4,4,4,4,4
16220,19,1,5,3,5,5,3,4,4,4,4
16221,26,1,4,3,4,4,3,3,3,3,3
16222,47,1,5,5,5,5,5,5,5,5,5
16223,33,1,5,4,5,5,4,5,5,4,5
16224,34,1,4,4,5,4,4,5,5,5,5
16225,24,0,5,5,5,4,3,3,5,4,3
16226,24,1,4,4,4,4,3,4,4,4,4
16227,53,1,5,5,5,5,5,5,5,5,5
16228,46,0,5,5,5,5,5,5,5,5,5
16229,50,1,5,5,5,5,5,5,5,5,5
16230,55,0,4,5,5,5,5,5,5,5,5
16231,40,1,4,4,5,5,5,5,4,4,4
16232,47,1,5,5,5,4,4,1,4,4,4
16233,39,0,5,4,5,5,5,5,5,5,5
16234,22,1,4,4,4,4,3,3,3,4,3
16235,22,0,4,4,4,3,2,4,3,4,2
16236,22,1,1,3,1,1,1,1,3,3,3
16237,22,1,5,5,5,5,4,4,5,3,3
16238,22,1,4,3,4,3,2,3,3,4,3
16239,22,1,5,5,5,5,3,5,5,5,3
16240,25,1,5,5,5,5,4,4,5,5,5
16241,34,1,5,5,5,5,5,5,5,5,5
16242,29,1,4,4,4,3,3,4,4,4,3
16243,28,1,5,5,5,5,5,5,5,5,5
16244,31,1,5,5,5,5,4,5,5,5,3
16245,27,1,5,5,5,5,4,5,5,5,5
16246,27,1,4,4,4,4,3,4,4,3,3
16247,30,0,4,4,4,4,4,4,4,4,3
16248,26,1,4,4,4,4,4,4,4,4,4
16249,31,1,5,5,5,5,5,5,5,5,4
16250,22,0,3,3,1,3,3,4,3,3,3
16251,20,1,4,4,4,4,4,4,4,4,4
16252,23,0,4,4,4,3,3,4,4,3,3
16253,32,0,4,4,4,4,1,4,4,4,4
16254,28,0,4,4,4,4,4,4,4,4,4
16255,22,0,4,4,4,4,4,4,4,4,4
16256,23,1,4,4,4,4,3,4,4,4,4
16257,21,0,5,5,5,5,4,4,5,5,5
16258,24,0,3,3,3,3,3,3,3,3,1
16259,21,0,3,3,3,2,3,3,4,3,4
16260,21,1,4,4,4,4,3,4,3,4,3
16261,26,0,4,3,5,3,2,4,4,4,5
16262,21,1,5,5,5,5,5,5,5,5,5
16263,21,0,3,3,4,3,2,3,3,3,3
16264,21,1,4,4,4,4,3,4,4,4,3
16265,21,1,5,5,5,4,3,4,4,4,3
16266,21,1,5,4,5,3,3,4,4,4,3
16267,20,0,4,4,4,4,4,4,4,4,3
16268,25,1,5,5,5,5,5,5,5,5,5
16269,27,1,3,4,3,3,2,4,3,4,3
16270,25,1,5,5,5,5,4,4,4,5,5
16271,27,1,3,4,3,3,3,3,3,3,3
16272,23,1,4,4,4,4,3,5,4,4,3
16273,23,0,5,5,5,5,3,5,5,5,5
16274,30,1,5,5,5,4,4,4,4,4,3
16275,25,1,5,5,5,5,5,5,5,5,5
16276,27,0,4,4,4,4,4,4,4,4,3
16277,19,1,5,5,5,5,4,5,5,5,5
16278,20,1,5,5,5,5,5,5,5,5,5
16279,19,0,5,5,5,5,5,5,5,5,5
16280,20,0,4,4,4,4,3,4,4,4,5
16281,20,0,5,5,5,5,5,5,5,4,5
16282,17,0,5,5,5,5,5,3,5,4,3
16283,21,1,5,5,5,5,5,5,5,5,5
16284,19,0,3,3,2,3,1,4,4,4,5
16285,19,0,5,5,5,4,3,4,4,4,4
16286,20,1,5,5,5,5,3,4,4,4,3
16287,23,1,5,5,5,5,3,3,5,3,3
16288,20,1,4,4,4,4,2,3,3,2,3
16289,23,0,3,3,3,3,3,3,3,3,1
16290,22,0,3,4,3,4,4,3,3,4,3
16291,23,0,5,5,5,5,4,5,5,4,4
16292,23,0,5,4,5,5,4,4,4,4,5
16293,22,0,5,4,5,5,4,4,4,4,3
16297,23,1,5,5,5,5,5,5,5,5,5
16298,24,0,3,5,5,3,3,3,3,4,1
16299,23,1,2,3,3,2,2,3,2,3,2
16300,25,1,5,5,5,5,5,4,5,5,5
16301,18,1,5,4,5,5,3,4,4,4,5
16302,21,0,5,5,5,5,4,5,5,5,5
16303,26,0,3,3,3,3,3,4,3,3,3
16304,19,1,4,3,4,4,3,4,4,4,4
16305,19,1,5,5,5,5,5,5,5,5,5
16306,19,1,4,4,4,4,4,4,4,4,4
16307,18,1,5,5,5,5,5,4,5,5,5
16308,19,0,4,4,4,4,4,4,4,4,4
16309,20,1,1,5,1,3,3,4,3,3,1
16310,21,1,4,5,5,5,3,3,4,4,4
16311,18,1,3,3,5,4,3,4,3,4,1
16312,18,0,2,4,4,3,3,3,4,4,3
16313,18,0,5,5,5,5,5,5,5,4,5
16314,20,0,4,4,4,4,3,4,4,4,4
16315,20,1,4,3,4,4,3,3,4,4,3
16316,18,1,3,5,2,4,3,4,3,3,2
17001,25,1,5,5,5,5,4,4,5,5,5
17001,79,1,5,5,5,5,5,5,5,5,5
17002,19,1,4,4,4,3,3,3,4,3,3
17002,64,0,5,5,4,5,5,5,5,5,5
17003,50,1,3,4,3,3,3,5,4,4,1
17003,26,0,5,5,5,5,5,5,5,5,5
17004,53,1,5,5,5,5,5,5,5,5,5
17004,54,1,5,5,5,5,5,5,5,5,5
17005,44,0,4,4,4,4,3,3,4,4,4
17005,79,1,5,5,3,5,4,5,5,5,5
17006,28,1,4,4,5,5,5,5,5,5,5
17006,60,1,4,5,5,5,5,5,5,5,4
17007,63,0,5,5,5,5,5,5,5,5,5
17007,65,0,5,5,5,5,5,5,5,5,4
17008,60,1,5,5,5,5,5,5,5,5,5
17008,75,1,5,5,5,5,5,5,5,5,5
17009,21,1,5,5,4,5,4,5,5,4,5
17009,26,0,5,5,5,5,5,5,5,5,5
17010,70,0,4,4,5,5,5,4,4,4,4
17010,35,1,5,5,5,5,4,4,5,4,5
17011,53,0,4,4,4,4,4,4,4,4,3
17012,56,0,5,5,5,5,5,5,5,5,5
17013,52,1,5,5,5,5,5,5,5,5,5
17014,56,1,5,5,5,5,3,3,5,3,5
17015,62,1,5,5,5,4,4,5,5,5,5
17016,56,0, ,4,4,5,4,4,5,4,4
17017,53,0,4,4,4,4,4,4,5,5,5
17018,51,1,5,5,3,5,5,5,5,5,5
17019,23,1,5,3,5,3,3,5,5,4,4
17019,54,1,5,5,5,5,5,5,5,5,5
17020,57,0,4,4,4,4,4,4,4,4,4
17020,61,1,5,5,5,5,5,5,5,5,5
17021,51,1,5,5,5,5,5,4,5,5,4
17021,58,1,5,5,5,5,5,5,5,5,5
17022,22,1,4,4,5,4,5,3,4,4,5
17022,23,1,5,5,5,5,4,4,5,4,4
17023,18,1,4,4,4,3,3,3,4,3,3
17023,79,0,3,5,5,5,5,4,4,4,5
17024,19,1,5,5,5,4,4,5,5,5,5
17024,52,1,5,5,5,5,5,4,5,5,5
17025,21,1,5,4,5,5,4,4,5,5,4
17025,51,0,4,5,5,5,3,4,4,4,3
17026,24,0,4,4,5,5,4,4,4,5,5
17026,50,1,5,5,5,5,5,5,5,5,5
17027,52,1,5,5,5,5,3,4,5,4,5
17028,50,1,5,5,5,5,5,5,5,5,4
17029,58,1, ,5, ,3,5,5,3,5,2
17030,67,1,5,5,5,5,5,5,5,5,5
17031,51,1,5,5,5,5,5,5,5,5,5
17032,46,0,5,5,5,5,5,5,5,5,5
17032,21,1,4,5,5,5,3,5,5,5,2
17033,36,0,5,5,5,5,4,5,5,5,5
17034,49,0,4,4,5,5,3,5,5,5,3
17035,22,1,5,5,5,5,5,4,5,5,5
17036,55,0,5,5,5,5,5,5,5,5,5
17037,54,1,5,5,5,5,3,5,5,5,5
17038,22,1,3,3,2,3,1,3,3,3,1
17039,20,1,5,5,5,5,5,5,5,5,5
17040,23,1,4,4,4,4,4,4,4,4,4
17040,33,1,4,4,4,4,4,4,4,4,4
17041,54,1,4,4,4,4,4,4,4,4,4
17041,24,0,4,4,4,4,3,4,4,4,4
17042,21,1,5,5,5,5,2,2,5,5,5
17042,24,1,5,5,5,4,3,4,5,4,4
17043,22,1,4,4,4,4,4,4,4,4,3
17043,58,1,5,5,5,5,5,5,5,5,5
17044,49,1,5,5,5,5,4,5,5,5,5
17044,22,0,5,5,5,5,4,5,5,5,5
17045,22,1,4,4,4,4,3,4,4,4,4
17045,21,0,5,5,5,5,4,4,5,4,5
17046,20,1,5,4,4,4,3,4,4,4,3
17046,64,0,5,5,5,5,5,5,5,5,5
17047,50,1,4,4,4,4,3,3,3,3,2
17047,20,1,5,5,5,5,4,4,4,5,4
17048,22,1,4,4,4,4,3,3,3,3,2
17048,20,1,5,5,5,5,5,5,5,4,4
17049,20,0,4,4,4,4,4,4,4,4,3
17049,50,1,5,5,5,5,5,5,5,5,5
17050,23,0,4,4,4,4,3,4,4,4,3
17051,55,1,5,5,5,5,5,5,5,5,5
17051,64,0,5,5,5,5,5,5,5,5,5
17052,36,0,4,4,5,2,2,4,4,2,4
17052,63,0,5,5,5,5,5,5,5,5,5
17053,23,1,4,4,4,4,3,4,4,3,4
17053,62,1,5,5,5,5,5,5,5,5,5
17054,22,1,4,4,4,3,3,4,4,4,3
17054,32,1,4,5,5,4,4,5,5,4,4
17055,31,0,4,4,4,4,4,4,4,4,4
17055,57,1,4,5,5,5,4,5,5,5,4
17056,60,1,5,5,5,5,5,5,5,5,5
17056,59,0,5,5,4,5,4,3,5,5,5
17057,56,0,5,5,5,5,5,5,5,5,5
17058,65,1,5,5,5,5,5,5,5,5,5
17059,51,1,5,5,5,5,5,5,5,5,5
17060,29,1,5,5,5,5,5,5,5,5,5
17060,23,0,5,5,5,5,5,3,4,3,4
17061,22,1,5,5,5,5,5,5,5,5,5
17061,21,1,4,5,5,5,3,4,4,4,2
17062,22,0,4,4,5,4,3,3,4,4,4
17062,51,1,5,5,5,5,5,5,5,5,5
17063,22,1,5,4,5,5,5,4,4,4,5
17063,49,1,4,4,3,3,3,3,4,4,4
17064,27,1,4,4,4,4,3,4,4,3,4
17064,21,1,5,5,5,5,5,5,5,5,5
17065,52,1,5,4,5,5,5,5,5,5,5
17065,18,0,5,5,5,5,5,5,5,5,5
17066,20,1,5,5,5,5,4,5,5,5,5
17066,20,1,5,5,5,5,5,5,5,5,5
17067,22,0,5,5,5,5,5,5,5,5,5
17067,37,0,4,5,4,4,5,5,5,5,4
17068,21,0,5,5,5,5,5,5,5,5,3
17068,21,0,5,5,5,5,4,4,5,5,4
17069,19,1,4,4,4,4,4,4,4,3,4
17069,22,1,5,5,5,5,5,5,5,5,5
17070,33,1,3,3,3,3,3,3,3,3,3
17070,22,0,5,5,5,5,5,5,5,5,4
17071,26,1,3,2,2,2,2,2,2,3,1
17071,20,1,5,5,5,5,4,4,5,4,3
17072,22,1,3,3,3,3,3,3,3,4,3
17072,61,1,5,5,5,5,4,5,5,5,4
17073,50,0,5,4,5,5,4,4,4,4,5
17073,25,0,4,4,5,5,5,5,4,3,4
17074,22,0,4,4,5,5,5,5,4,4,5
17074,52,1,5,5,4,4,4,5,5,5,5
17075,21,0,5,4,5,5,4,4,5,5,5
17076,26,1,5,4,5,4,2,4,4,4,5
17077,23,0,4,4,5,4,4,5,5,5,3
17078,21,1,3,3,3,3,3,3,3,3,3
17079,21,0,5,5,5,5,5,5,5,4,5
17080,20,0,3,4,5,5,5,4,4,4,4
17081,27,1,3,4,3,3,3,4,3,3,3
17082,19,1,4,4,4,4,3,4,4,4,4
17083,22,1,5,5,5,5,5,5,5,5,5
17084,20,1,5,4,5,5,4,4,5,5,2
17085,22,1,5,5,5,5,5,5,5,5,5
17085,66,0,5,5,5,5,5,5,5,5,5
17086,24,1,5,4,5,5,3,5,5,4,5
17086,21,1,4,4,4,4,4,4,4,4,4
17087,18,1,5,5,5,5,4,3,4,4,3
17087,59,1,5,5,5,5,4,4,5,5,5
17088,22,0,4,4,5,4,3,5,4,4,5
17088,23,0,5,5,5,5,5,5,5,5,5
17089,19,1,5,5,5,4,3,5,5,4,3
17090,43,1,4,4,5,4,3,4,5,3,4
17090,53,1,5,5,5,5,5, ,5,5,5
17091,22,1,4,4,5,5,5,5,5,5,5
17091,52,1,5,5,5,5,4,4,5,5,4
17092,20,1,5,4,5,5,5,5,5,5,5
17092,59,1,5,4,5,5,5,5,5,5,5
17093,19,1,5,5,5,5,5,5,5,5,5
17094,18,1,5,5,5,5,5,5,5,5,5
17095,19,1,2,4,3,2,2,4,2,2,2
17096,24,0,5,4,5,5,5,3,5,3,1
17097,20,1,5,5,5,5,5,4,4,4,3
17098,19,1,5,5,5,5,4,3,5,3,3
17099,18,1,5,5,5,5,4,4,5,5,3
17100,22,0,3,3,3,3,4,3,3,3,3
17101,19,1,5,5,5,5,5,4,5,5,4
17102,20,0,5,5,5,4,4,4,4,5,4
17103,18,0,5,4,5,3,3,3,4,4,3
17104,21,1,4,3,4,4,3,3,3,3,3
17105,20,0,4,4,4,4,3,4,4,4,3
17106,20,0,5,5,5,5,5,5,5,5,5
17107,20,0,5,5,5,5,3,4,5,5,4
17107,66,0,5,5,5,5,5,5,5,5,5
17108,20,0,5,5,5,4,4,5,5,5,5
17108,57,0,5,5,5,5,5,5,5,5,5
17109,54,1,4,4,5,4,4,4,5,4,5
17109,22,0,3,4,4,3,2,3,4,4,3
17110,20,0,5,3,5,5,5,5,5,5,5
17110,57,1,5,5,5,5,5,5,5,5,5
17111,21,1,5,5,5,5,5,5,5,5,5
17112,21,1,4,4,4,4,4,5,4,3,5
17113,20,1,5,5,5,5,3,5,5,3,2
17114,56,1,5,5,5,5,5,4,5,5,3
17115,40,1,5,5,5,5,5,5,5,5,5
17116,29,0,4,5,5,5,3,4,4,4,3
17117,44,1,5,5,5,5,5,5,5,5,5
17118,47,1,5,5,5,5,5,5,5,5,4
17119,20,1,5,5,5,5,5,5,5,5,5
17120,18,0,5,5,5,5,5,4,5,5,5
17121,62,0,4,4,4,4,2,3,3,4,2
17122,43,0,4,4,4,4,3,4,4,4,3
17123,35,1,5,5,5,4,4,4,4,4,4
17124,22,0,4,4,4,2,2,4,4,3,3
17124,52,1,5,5,5,5,5,5,5,5,4
17125,23,1,5,4,5,5,4,4,5,5,5
17125,20,1,4,4,4,3,3,4,3,4,3
17126,19,1,3,5,3,3,1,4,3,4,2
17127,28,0,3,3,1,1,1,4,3,3,1
17128,53,1,3,4,3,3,1,4,4,5,2
17128,23,1,5,5,5,5,4,5,5,5,3
17129,23,0,1,1,5,5,1,5,2,2,2
17129,62,1,5,5,5,5,4,4,5,5,5
17130,22,0,1,1,3,1,1,1,1,1,1
17130,59,1,5,5,5,5,5,5,5,5,5
17131,20,0,1,4,1,1,1,4,1,3,1
17132,60,1,4,4,5,5,4,4,4,4,4
17132,20,1,5,5,5,5,5,5,5,5,5
17133,20,1,4,4,5,4,2,4,4,4,1
17133,63,1,4,4,5,4,3,3,5,5,4
17134,21,1,5,5,5,5,5,5,5,5,5
17134,59,0,5,5,5,5,5,5,5,5,4
17135,22,1,1,1,3,1,1,3,2,1,1
17135,20,1,5,5,5,5,5,5,5,5,5
17136,23,1,1,1,3,1,1,1,1,1,1
17136,61,1,4,4,5,4,4,4,4,4,5
17137,58,0,4,4,4,4,4,4,4,4,5
17137,24,0,5,5,5,5,5,5,5,4,5
17138,37,1,5,5,5,5,5,5,5,5,5
17138,52,1,5,5,5,5,5,5,5,5,5
17139,29,0,3,4,3,3,3,4,3,3,2
17139,60,1,5,5,5,5,4,5,5,5,5
17140,49,1,5,5,5,5,5,5,5,5,3
17141,32,1,5,5,5,5,4,4,5,4,3
17142,23,1,5,5,5,5,4,4,5,5,3
17143,21,0,5,4,5,5,4,4,4,5,3
17143,28,1,4,4,4,4,3,4,4,3,3
17144,30,1,4,4,4,4,4,4,4,4,4
17144,20,1,3,5,3,3,1,3,3,3,1
17145,25,1,4,4,4,4,3,4,4,4,4
17145,20,1,2,4,3,3,2,3,3,4,1
17146,56,0,4,4,4,4,4,3,4,4,2
17146,21,0,5,5,5,5,5,4,4,3,3
17147,22,1,5,5,5,5,5,5,5,5,5
17147,27,1,4,5,4,3,4,4,4,4,4
17148,21,1,4,4,4,4,4,4,4,4,2
17148,25,1,5,5,5,5,5,5,5,4,3
17149,24,1,3,3,1,1,1,2,2,2,2
17149,22,0,5,5,5,5,4,5,5,5,3
17150,54,1,5,5,5,5,4,4,5,5,4
17150,25,0,5,5,5,5,5,5,5,5,5
17151,25,0,5,5,5,5,5,5,5,5,4
17151,66,0,3,5,3,3,2,3,4,4,1
17152,63,1,4,4,4,4,4,4,4,4,4
17152,28,0,5,5,5,5,5,5,5,5,5
17153,28,1,5,5,5,5,4,4,4,4,5
17153,75,1,5,5,4,4,4,4,4,5,4
17154,26,1,4,4,4,4,4,4,4,4,4
17154,56,0,5,5,5,5,5,5,5,5,5
17155,20,1,4,3,3,3,1,2,3,3,1
17155,23,1,4,4,4,4,3,4,4,4,3
17156,74,1,5,4,5,5, ,4,5,4,4
17156,26,1,5,5,5,5,5,5,5,5,5
17157,30,1,4,4,4,4,3,4,4,4,3
17157,54,0,5,5,5,5,5,5,5,5,5
17158,23,0,4,4,4,4,3,4,4,4,3
17158,60,1,5,5,5,5,5,5,5,5,5
17159,25,0,3,4,3,3,3,3,3,3,3
17159,52,1,5,5,5,4,3,4,4,3,3
17160,30,1,2,4,4,4,4,4,4,3,3
17160,74,1,3,5,5,4,4,5,5,4,4
17161,33,1,1,4,1,1,1,4,3,4,1
17162,64,1,4,4,4,4,4,4,4,4,4
17162,25,1,5,5,5,5,5,5,5,5,5
17163,32,1,4,4,4,4,3,3,4,4,3
17163,54,1,5,5,5,5,5,5,5,5,5
17164,32,1,4,4,4,4,4,4,4,4,4
17164,59,1,5,5,5,5,5,5,5,5,5
17165,60,1,4,4,4,5,4,5,4,4,4
17165,56,1,5,5,5,5,3,3,5,4,3
17166,21,1,4,4,4,3,3,3,3,4,4
17166,27,1,4,4,4,4,3,4,4,4,4
17167,20,1,5,5,5,4,4,5,5,5,3
17167,38,1,5,5,5,5,3,3,5,5,4
17168,23,1,4,3,5,2,2,5,3,4,1
17168,49,1,4,5,5,3,3,4,4,4,3
17169,22,1,3,4,4,4,3,4,4,4,3
17169,23,0,3,4,4,4,3,4,3,3,1
17170,22,1,4,4,4,4,3,4,4,3,3
17170,22,0,5,5,5,5,5,5,5,5,5
17171,56,1,4,4,4,4,4,4,4,4,4
17171,53,1,5,5,5,5,3,5,5,5,5
17172,51,1,4,4,4,4,4,4,5,4,4
17172,53,1,5,5,5,5,5,5,5,5,5
17173,77,1,5,5,5,5,5,5, ,5,5
17173,28,0,5,5,5,5,5,5,5,5,5
17174,21,1,5,5,5,5,5,4,4,4,4
